,TIMESTAMP,DATE,TIME,QUERY,LOG
10,09/12/2022 13:30:31,09/12/2022,13:30:31,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 1000 ORDER BY Runs DESC","2022-12-09T13:30:31.463150Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 1000 ORDER BY Runs DESC"
11,09/12/2022 13:30:42,09/12/2022,13:30:42,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 200 ORDER BY Runs DESC","2022-12-09T13:30:42.470877Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 200 ORDER BY Runs DESC"
12,09/12/2022 13:30:43,09/12/2022,13:30:43,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 20 ORDER BY Runs DESC","2022-12-09T13:30:43.874832Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 20 ORDER BY Runs DESC"
13,09/12/2022 13:30:47,09/12/2022,13:30:47,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 5 ORDER BY Runs DESC","2022-12-09T13:30:47.802892Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 5 ORDER BY Runs DESC"
14,09/12/2022 13:30:51,09/12/2022,13:30:51,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 15 ORDER BY Runs DESC","2022-12-09T13:30:51.903996Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 15 ORDER BY Runs DESC"
15,09/12/2022 13:31:00,09/12/2022,13:31:00,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 25 ORDER BY Runs DESC","2022-12-09T13:31:00.939909Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 25 ORDER BY Runs DESC"
16,09/12/2022 13:31:03,09/12/2022,13:31:03,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 27 ORDER BY Runs DESC","2022-12-09T13:31:03.276589Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 27 ORDER BY Runs DESC"
17,09/12/2022 13:31:04,09/12/2022,13:31:04,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 29 ORDER BY Runs DESC","2022-12-09T13:31:04.942763Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 29 ORDER BY Runs DESC"
18,09/12/2022 13:31:36,09/12/2022,13:31:36,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 2 ORDER BY Runs DESC","2022-12-09T13:31:36.408160Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 2 ORDER BY Runs DESC"
19,09/12/2022 13:31:42,09/12/2022,13:31:42,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 9 ORDER BY Runs DESC","2022-12-09T13:31:42.202122Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 9 ORDER BY Runs DESC"
20,09/12/2022 13:31:46,09/12/2022,13:31:46,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 20 ORDER BY Runs DESC","2022-12-09T13:31:46.633669Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 20 ORDER BY Runs DESC"
21,09/12/2022 13:31:51,09/12/2022,13:31:51,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 70 ORDER BY Runs DESC","2022-12-09T13:31:51.122837Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 70 ORDER BY Runs DESC"
22,09/12/2022 13:31:55,09/12/2022,13:31:55,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 ORDER BY Runs DESC","2022-12-09T13:31:55.583257Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 ORDER BY Runs DESC"
23,09/12/2022 13:32:37,09/12/2022,13:32:37,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 and SUM(B.Runs_Scored)<=100 ORDER BY Runs DESC","2022-12-09T13:32:37.744794Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 and SUM(B.Runs_Scored)<=100 ORDER BY Runs DESC"
24,09/12/2022 13:32:43,09/12/2022,13:32:43,"SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 and SUM(B.Runs_Scored) <=100 ORDER BY Runs DESC","2022-12-09T13:32:43.355885Z	  242 Query	SELECT A.MatchTable_Id, C.Player_Name, SUM(B.Runs_Scored) AS 'Runs' FROM Ball_by_Ball A INNER JOIN Batsman_Scored B ON CONCAT(A.MatchTable_Id, A.Over_Id, A.Ball_Id, A.Innings_No) = CONCAT(B.MatchTable_Id, B.Over_Id, B.Ball_Id, B.Innings_No) INNER JOIN Player C ON A.Striker = C.Player_Id GROUP BY A.MatchTable_Id, C.Player_Name HAVING SUM(B.Runs_Scored) >= 77 and SUM(B.Runs_Scored) <=100 ORDER BY Runs DESC"
